,location_name,location_region,res_date,res_type,res_address,res_price,res_price_sqr,res_sqr,construction_year,levels,bedrooms,bathrooms,deleted,deleted_at,status,energyclass,auto_heating,solar,cooling,safe_door,gas,fireplace,furniture,student,parking,parking_flag,days_up
119,Παλαιό Φάληρο,Αττική,2022-03-31,Διαμέρισμα,"Paleo Faliro,Τροκαντερό",135000,2328.0,58.0,1971.0,Ισόγειο,1.0,1.0,1,2022-06-10,Ανακαινισμένο,Ζ,1,0,1,1,0,0,0,0,,0,71 days
120,Περιστέρι,Αττική,2022-05-24,Διαμέρισμα,"Αθήνα,Κολοκυνθού",150000,1730.0,87.0,2000.0,1ος,3.0,1.0,0,,Άριστη,Β,0,1,1,1,0,0,1,0,,0,
121,Αθήνα,Αττική,2022-03-17,Διαμέρισμα,"Αθήνα,Αλεπότρυπα",90000,1047.0,86.0,1970.0,1ος,2.0,1.0,0,,Άλλη κατάσταση,Γ,1,0,0,1,1,0,0,0,,0,
122,Άγιος Δημήτριος,Αττική,2022-02-27,Διαμέρισμα,"Νέα Σμύρνη,Άνω Νέα Σμύρνη",155000,2013.0,77.0,1970.0,1ος,2.0,1.0,1,2022-03-31,Άριστη,Ε,1,0,0,1,1,0,0,0,,0,32 days
123,Καλλιθέα,Αττική,2022-04-06,Διαμέρισμα,Μοσχάτο,92000,1533.0,60.0,1981.0,1ος,1.0,1.0,1,2022-04-08,Καλή,Ε,0,0,0,0,0,0,0,0,,0,2 days
124,Καλλιθέα,Αττική,2021-02-17,Διαμέρισμα,"Καλλιθέα,Αγία Ελεούσα",220000,1864.0,118.0,1992.0,1ος,3.0,1.0,1,2022-03-23,Νεόδμητο,Δ,1,0,0,1,0,0,0,0,,0,399 days
125,Αχαρνές,Αττική,2021-05-26,Διαμέρισμα,"Ίλιον,Πάρκο Πόλης",100000,1111.0,90.0,2008.0,4ος,3.0,1.0,0,,Άλλη κατάσταση,Δ,1,1,1,1,1,1,0,0,,0,
127,Αθήνα,Αττική,2021-04-13,Διαμέρισμα,"Αθήνα,Νιρβάνα",95000,1218.0,78.0,1970.0,4ος,2.0,1.0,1,2022-04-15,Καλή,Η,1,0,0,1,0,0,0,0,,0,367 days
128,Χαλάνδρι,Αττική,2022-06-09,Μεζονέτα,"Αγία Παρασκευή,Κοντόπευκο",270000,2571.0,105.0,1993.0,'Αλλο,2.0,1.0,1,2022-06-10,Καλή,Γ,0,1,1,1,0,1,0,0,,0,1 days
129,Νέα Ιωνία,Αττική,2022-04-02,Μονοκατοικία,"Νέα Ιωνία,ΒΙΟΠΑ",40000,800.0,50.0,1950.0,Ισόγειο,1.0,1.0,1,2022-04-08,Χρήζει ανακαίνισης,Η,0,0,0,0,0,0,0,0,,0,6 days
130,Γλυφάδα,Αττική,2022-05-09,Διαμέρισμα,"Γλυφάδα,Τερψιθέα",395000,3038.0,130.0,1997.0,3ος,3.0,1.0,1,2022-06-02,Καλή,Β,0,1,1,1,0,1,0,0,,0,24 days
131,Χαλάνδρι,Αττική,2022-03-03,Διαμέρισμα,"Μαρούσι,Παράδεισος",600000,3871.0,155.0,2018.0,3ος,3.0,1.0,1,2022-03-17,Άριστη,Β,0,0,1,1,0,1,0,0,,0,14 days
132,Λαυρεωτική,Αττική,2018-09-11,Κτίριο,Κερατέα,800000,654.0,1223.0,2005.0,'Αλλο,,,1,2022-06-10,Άριστη,,1,0,1,1,0,0,0,0,"Ανοιχτό parking, Υπόγειο parking",1,1368 days
134,Αθήνα,Αττική,2022-03-08,Μονοκατοικία,"Πειραιάς,Πλατεία Ιπποδαμείας",300000,1250.0,240.0,1900.0,Ισόγειο,,,1,2022-03-23,Καλή,Α,0,0,0,0,0,0,0,0,,0,15 days
135,Πειραιάς,Αττική,2022-04-12,Διαμέρισμα,"Πειραιάς,Νέο Φάληρο",213325,2667.0,80.0,2022.0,2ος,2.0,1.0,1,2022-04-14,Υπο κατασκευή,Α+,0,1,1,1,0,0,0,0,,0,2 days
136,Αθήνα,Αττική,2022-03-30,Διαμέρισμα,"Αθήνα,Άγιος Αντώνιος",56000,1931.0,29.0,1979.0,Υπερυψωμένο,1.0,,1,2022-05-21,Ανακαινισμένο,Εκρεμμεί,1,0,1,1,0,0,0,0,,0,52 days
137,Ζωγράφου,Αττική,2022-04-21,Διαμέρισμα,"Ζωγράφου,Κέντρο",170000,2931.0,58.0,2022.0,3ος,1.0,1.0,1,2022-06-10,,Α+,0,1,0,1,0,0,0,1,,0,50 days
138,Καλλιθέα,Αττική,2022-04-20,Μονοκατοικία,"Παλαιό Φάληρο,Αμφιθέα",330000,1941.0,170.0,1965.0,Ισόγειο,4.0,2.0,1,2022-05-26,Χρήζει ανακαίνισης,Ε,0,0,0,0,0,0,0,0,,0,36 days
139,Αθήνα,Αττική,2022-03-16,Διαμέρισμα,"Αθήνα,Πλατεία Αττικής",70000,909.0,77.0,1969.0,2ος,2.0,1.0,1,2022-03-17,Καλή,Ζ,1,0,1,1,1,0,0,1,,0,1 days
140,Λυκόβρυση Πεύκη,Αττική,2012-02-10,Μεζονέτα,"Ηράκλειο,Άνω Ψαλίδι",490000,3063.0,160.0,2008.0,3ος,3.0,3.0,1,2022-03-23,Άριστη,Β+,1,1,1,1,1,1,0,0,,0,3694 days
142,Αθήνα,Αττική,2022-04-30,Διαμέρισμα,"Αθήνα,Νεάπολη",149000,1886.0,79.0,1965.0,1ος,2.0,1.0,0,,Καλή,Η,0,0,1,1,0,0,0,0,,0,
143,Νέα Σμύρνη,Αττική,2022-03-19,Διαμέρισμα,"Νέα Σμύρνη,Κέντρο",435000,3222.0,135.0,2020.0,4ος,3.0,1.0,1,2022-03-28,Νεόδμητο,Β+,1,0,0,1,0,1,0,0,,0,9 days
144,Αθήνα,Αττική,2022-04-28,Διαμέρισμα,"Αθήνα,Κυψέλη",17000,531.0,32.0,1965.0,Ημιυπόγειο,1.0,1.0,1,2022-05-03,Χρήζει ανακαίνισης,Η,0,0,0,0,0,0,0,0,,0,5 days
145,Αθήνα,Αττική,2022-05-19,Διαμέρισμα,"Αθήνα,Νιρβάνα",175000,2188.0,80.0,2005.0,2ος,2.0,1.0,1,2022-06-02,Ανακαινισμένο,Εκρεμμεί,0,0,1,1,0,0,0,0,Parking πιλωτής,1,14 days
146,Αργυρούπολη,Αττική,2022-05-15,Μεζονέτα,"Γλυφάδα,Τερψιθέα",480000,3429.0,140.0,2019.0,4ος,3.0,1.0,1,2022-05-17,Υπο κατασκευή,Α,0,0,0,0,0,1,0,0,Υπόγειο parking,1,2 days
147,Αθήνα,Αττική,2022-03-30,Διαμέρισμα,"Αθήνα,Άνω Κυψέλη",78000,1013.0,77.0,1969.0,1ος,2.0,1.0,1,2022-05-30,Καλή,Εκρεμμεί,1,0,0,1,0,0,0,0,,0,61 days
148,Πειραιάς,Αττική,2022-04-19,Διαμέρισμα,"Πειραιάς,Φρεαττύδα",630000,4500.0,140.0,1975.0,4ος,2.0,1.0,1,2022-05-08,Ανακαινισμένο,Ε,0,1,0,1,0,0,1,0,,0,19 days
149,Αργυρούπολη,Αττική,2022-03-23,Μεζονέτα,"Ελληνικό,Άνω Σούρμενα",292000,3893.0,75.0,2022.0,1ος,2.0,2.0,1,2022-04-08,Υπο κατασκευή,Α+,0,0,0,0,0,0,0,0,Υπόγειο parking,1,16 days
151,Αργυρούπολη,Αττική,2022-04-14,Διαμέρισμα,"Αργυρούπολη,Κέντρο",280000,3294.0,85.0,2022.0,1ος,2.0,1.0,1,2022-04-17,Υπο κατασκευή,Α,1,0,0,1,0,1,0,0,,0,3 days
152,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2018-03-07,Κτίριο,"Γλυφάδα,Ολυμπιακές Εγκαταστάσεις - Αεροδρόμιο",2600000,5200.0,500.0,1955.0,Ισόγειο,5.0,2.0,1,2022-04-01,,,1,0,0,0,0,0,0,0,,0,1486 days
153,Γλυφάδα,Αττική,2022-05-24,Διαμέρισμα,"Γλυφάδα,Άνω Γλυφάδα",330000,2683.0,123.0,1980.0,2ος,2.0,1.0,1,2022-05-25,,Η,0,0,0,0,0,0,0,0,,0,1 days
155,Χαϊδάρι,Αττική,2019-11-08,Κτίριο,"Χαϊδάρι,Δάσος",500000,909.0,550.0,1981.0,'Αλλο,1.0,1.0,1,2022-04-14,Καλή,,1,0,0,0,0,0,0,0,,0,888 days
156,Αχαρνές,Αττική,2019-12-30,Μεζονέτα,Θρακομακεδόνες,1300000,2708.0,480.0,2002.0,'Αλλο,4.0,,1,2022-06-10,Άλλη κατάσταση,Δ,1,1,1,1,0,1,0,0,Κλειστό parking,1,893 days
157,Δάφνη,Αττική,2022-06-08,Μονοκατοικία,"Δάφνη Αττικής,Άγιος Διονύσιος",200000,1538.0,130.0,1970.0,'Αλλο,4.0,,1,2022-06-10,Ανακαινισμένο,Εκρεμμεί,0,0,1,0,0,0,0,0,,0,2 days
158,Αχαρνές,Αττική,2021-06-23,Διαμέρισμα,"Άνω Λιόσια,Άγιος Ιωάννης Θεολόγος",125000,1042.0,120.0,1990.0,Ισόγειο,2.0,1.0,0,,Νεόδμητο,,1,1,1,0,0,0,0,1,,0,
159,Αθήνα,Αττική,2022-04-05,Κτίριο,"Αθήνα,Πλατεία Αττικής",280000,1400.0,200.0,1963.0,Ισόγειο,3.0,3.0,1,2022-04-06,Καλή,,0,0,0,0,0,0,0,0,,0,1 days
160,Δάφνη-Υμηττός,Αττική,2022-03-12,Κτίριο,"Αθήνα,Άγιος Ιωάννης",250000,1078.0,232.0,1970.0,1ος,,,1,2022-06-10,Χρήζει ανακαίνισης,Ε,0,0,0,0,0,0,0,0,,0,90 days
161,Παλαιό Φάληρο,Αττική,2022-05-14,Μεζονέτα,"Παλαιό Φάληρο,Γήπεδα",350000,4023.0,87.0,2021.0,8ος,3.0,1.0,1,2022-05-17,Υπο κατασκευή,Α,0,0,0,0,0,0,0,0,,0,3 days
162,Γλυφάδα,Αττική,2021-04-20,Διαμέρισμα,"Γλυφάδα,Πανιωνία",630000,5575.0,113.0,2021.0,'Αλλο,3.0,2.0,1,2022-06-10,Νεόδμητο,Α+,1,1,0,1,1,1,0,0,,0,416 days
163,Αθήνα,Αττική,2022-03-29,Κτίριο,"Αθήνα,Εξάρχεια",850000,1111.0,765.0,1980.0,Ισόγειο,9.0,6.0,1,2022-05-03,Χρήζει ανακαίνισης,Ζ,0,0,0,0,0,0,0,0,,0,35 days
165,Νέα Ιωνία,Αττική,2022-03-18,Μεζονέτα,"Νέα Ιωνία,Κέντρο",280000,1750.0,160.0,,'Αλλο,,1.0,1,2022-05-21,Άλλη κατάσταση,Εκρεμμεί,0,0,0,1,0,1,0,0,,0,64 days
166,Ελληνικό - Αργυρούπολη,Αττική,2022-03-11,Διαμέρισμα,"Γλυφάδα,Τερψιθέα",300000,3409.0,88.0,2008.0,2ος,2.0,2.0,1,2022-06-02,Άριστη,Γ,1,0,0,1,0,0,0,0,,0,83 days
168,Αθήνα,Αττική,2022-03-23,Διαμέρισμα,"Αθήνα,Νέος Κόσμος",66000,1200.0,55.0,1977.0,3ος,1.0,1.0,1,2022-03-24,Καλή,Ε,1,0,0,0,0,0,0,1,,0,1 days
169,Κερατσίνι-Δραπετσώνα,Αττική,2022-03-19,Διαμέρισμα,"Κερατσίνι,Άγιος Αντώνιος",89000,989.0,90.0,1982.0,2ος,2.0,1.0,1,2022-06-02,Καλή,Ε,1,0,0,0,0,0,0,0,,0,75 days
170,Αθήνα,Αττική,2022-05-26,Κτίριο,"Αθήνα,Ελληνορώσων",1230000,711.0,1730.0,2014.0,Ισόγειο,,,0,,Καλή,Ε,0,0,0,0,0,0,0,0,,0,
171,Περιστέρι,Αττική,2022-05-20,Διαμέρισμα,"Αθήνα,Κολοκυνθού",207000,2588.0,80.0,2022.0,4ος,2.0,1.0,0,,Νεόδμητο,Α+,0,0,1,1,0,0,0,0,,0,
172,Αθήνα,Αττική,2022-05-19,Διαμέρισμα,"Αθήνα,Ακαδημία Πλάτωνος",58000,1094.0,53.0,1970.0,Ημιώροφος,2.0,1.0,1,2022-05-26,Ανακαινισμένο,Ε,0,0,0,0,0,0,1,0,,0,7 days
173,Ραφήνα Πικέρμι,Αττική,2022-05-16,Μονοκατοικία,Πικέρμι,550000,1585.0,347.0,2005.0,Ισόγειο,3.0,3.0,1,2022-05-25,Καλή,Ε,0,0,0,1,0,0,0,0,,0,9 days
175,Παγκράτι,Αττική,2021-03-23,Κτίριο,"Αθήνα,Άγιος Αρτέμιος",640000,1455.0,440.0,2012.0,Ισόγειο,8.0,4.0,1,2022-06-10,Ημιτελές,,1,0,0,0,0,0,0,0,,0,444 days
176,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-03-29,Μεζονέτα,Βάρη,540000,4286.0,126.0,1998.0,3ος,2.0,2.0,1,2022-05-23,Υπο κατασκευή,Μη αποδοτικό,0,0,0,1,0,0,0,0,Υπόγειο parking,1,55 days
177,Πειραιάς,Αττική,2022-05-17,Διαμέρισμα,"Πειραιάς,Ταμπούρια",130000,813.0,160.0,1970.0,Ισόγειο,2.0,1.0,1,2022-05-25,Καλή,Ζ,0,0,0,0,0,0,0,0,,0,8 days
178,Αργυρούπολη,Αττική,2022-03-22,Διαμέρισμα,"Ελληνικό,Άνω Σούρμενα",265000,2500.0,106.0,1978.0,1ος,3.0,1.0,1,2022-03-24,Άριστη,Ε,1,1,1,1,0,1,0,0,Ανοιχτό parking,1,2 days
179,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-03-04,Διαμέρισμα,"Βούλα,Κάτω Βούλα",510000,6538.0,78.0,2022.0,3ος,2.0,1.0,1,2022-06-10,Νεόδμητο,Α,1,1,1,1,0,0,0,0,,0,98 days
180,Νίκαια,Αττική,2021-06-02,Διαμέρισμα,"Άγιος Ιωάννης Ρέντης,Κέντρο",75000,1293.0,58.0,1960.0,Υπερυψωμένο,1.0,1.0,1,2022-06-10,Άλλη κατάσταση,Εκρεμμεί,0,1,0,0,0,0,0,0,,0,373 days
181,Καλλιθέα,Αττική,2022-04-10,Διαμέρισμα,"Καλλιθέα,Λόφος Φιλαρέτου",130000,1461.0,89.0,1976.0,Ισόγειο,2.0,1.0,1,2022-06-10,Καλή,Ζ,1,0,0,0,0,0,0,0,,0,61 days
182,Αθήνα,Αττική,2022-03-01,Διαμέρισμα,"Αθήνα,Άγιος Ιωάννης",115000,1127.0,102.0,1961.0,2ος,3.0,1.0,1,2022-03-21,,Ζ,0,0,1,0,0,0,0,1,,0,20 days
183,Αργυρούπολη,Αττική,2022-05-26,Διαμέρισμα,"Αργυρούπολη,Κέντρο",210000,3818.0,55.0,2021.0,1ος,1.0,1.0,1,2022-05-30,Υπο κατασκευή,Α,0,0,0,1,0,0,0,0,,0,4 days
184,Αθήνα,Αττική,2022-05-17,Διαμέρισμα,"Αθήνα,Σταθμός Λαρίσης",140000,1250.0,112.0,1976.0,4ος,2.0,1.0,1,2022-05-18,Καλή,Ζ,0,0,0,0,0,0,0,1,,0,1 days
185,Αθήνα,Αττική,2022-04-04,Διαμέρισμα,"Καλλιθέα,ΟΤΕ",250000,3289.0,76.0,2010.0,5ος,2.0,1.0,1,2022-05-02,Καλή,Η,1,0,0,0,0,1,0,0,,0,28 days
186,Παλαιό Φάληρο,Αττική,2022-04-20,Διαμέρισμα,"Παλαιό Φάληρο,Φλοίσβος",550000,3767.0,146.0,1980.0,3ος,3.0,2.0,1,2022-04-26,Ανακαινισμένο,Μη αποδοτικό,0,1,0,1,0,0,0,0,,0,6 days
187,Αχαρνές,Αττική,2020-02-09,Διαμέρισμα,"Κηφισιά,Κεφαλάρι",750000,3641.0,206.0,1981.0,3ος,3.0,2.0,0,,,,0,1,1,1,0,0,0,0,,0,
188,Βύρωνας,Αττική,2021-03-18,Διαμέρισμα,Βύρωνας,145000,2339.0,62.0,1997.0,6ος,1.0,1.0,1,2022-06-10,Καλή,Η,1,0,0,1,0,0,0,0,Parking πιλωτής,1,449 days
189,Αθήνα,Αττική,2022-04-08,Διαμέρισμα,"Αθήνα,Πλατεία Αμερικής",65000,1226.0,53.0,1965.0,3ος,1.0,1.0,1,2022-05-21,Καλή,Η,0,0,1,0,0,0,0,0,,0,43 days
190,Γλυφάδα,Αττική,2016-04-22,Μεζονέτα,"Γλυφάδα,Γκολφ",840000,3088.0,272.0,1996.0,'Αλλο,4.0,3.0,1,2022-06-10,Ανακαινισμένο,Ε,1,1,1,1,0,1,0,0,,0,2240 days
191,Αθήνα,Αττική,2022-04-03,Κτίριο,"Αθήνα,Κυψέλη",370000,1175.0,315.0,1950.0,Ισόγειο,,,1,2022-04-10,Καλή,Ζ,0,0,0,0,0,0,0,0,,0,7 days
192,Χαϊδάρι,Αττική,2017-02-25,Διαμέρισμα,Δάσος,350000,2333.0,150.0,1990.0,1ος,4.0,2.0,1,2022-06-10,Καλή,Ζ,1,0,0,0,0,0,0,0,,0,1931 days
194,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2018-06-15,Μεζονέτα,Γλυφάδα,1500000,6329.0,237.0,,'Αλλο,,,1,2022-06-10,,Β+,0,0,0,0,0,0,0,0,,0,1456 days
195,Ίλιον,Αττική,2022-04-14,Διαμέρισμα,"Αθήνα,Άγιος Ελευθέριος",110000,1341.0,82.0,1974.0,1ος,2.0,1.0,0,,Καλή,Ζ,0,0,0,0,0,0,0,0,,0,
196,Αθήνα,Αττική,2022-05-19,Διαμέρισμα,"Αθήνα,Πλατεία Αττικής",20000,588.0,34.0,1960.0,'Αλλο,1.0,1.0,1,2022-05-26,Χρήζει ανακαίνισης,Η,0,0,0,0,0,0,0,0,,0,7 days
197,Μαρούσι,Αττική,2022-04-03,Διαμέρισμα,"Ηράκλειο,Παλαιό Ηράκλειο",285000,2740.0,104.0,2012.0,2ος,3.0,1.0,1,2022-04-15,Νεόδμητο,Μη αποδοτικό,1,1,0,0,1,1,0,0,,0,12 days
198,Λυκόβρυση Πεύκη,Αττική,2022-03-23,Διαμέρισμα,"Λυκόβρυση,Κέντρο",400000,3053.0,131.0,1970.0,Ισόγειο,,,0,,Καλή,Η,0,0,0,0,0,0,0,0,,0,
199,Αθήνα,Αττική,2018-12-02,Διαμέρισμα,"Αθήνα,Ψυρρή",200000,3636.0,55.0,1966.0,4ος,1.0,1.0,0,,Ανακαινισμένο,Δ,0,0,1,1,0,0,1,0,,0,
200,Γλυφάδα,Αττική,2022-04-07,Διαμέρισμα,"Elliniko,Κάτω Σούρμενα",360000,3000.0,120.0,2005.0,3ος,3.0,2.0,1,2022-06-08,Καλή,Β,1,0,0,0,0,1,0,0,,0,62 days
201,Χαλάνδρι,Αττική,2022-03-21,Διαμέρισμα,Προφήτης Ηλίας,250000,2273.0,110.0,1980.0,1ος,3.0,1.0,1,2022-03-23,Άριστη,Β+,1,0,0,1,0,1,0,0,Parking πιλωτής,1,2 days
202,Νέα Σμύρνη,Αττική,2022-05-10,Διαμέρισμα,"Νέα Σμύρνη,Άνω Νέα Σμύρνη",270000,2700.0,100.0,,5ος,3.0,1.0,1,2022-06-10,Καλή,Γ,0,1,0,1,0,1,0,0,,0,31 days
203,Αθήνα,Αττική,2022-03-15,Διαμέρισμα,"Αθήνα,Πανόρμου",135000,2547.0,53.0,1975.0,3ος,1.0,1.0,1,2022-03-17,Ανακαινισμένο,Ε,1,0,1,1,1,0,0,1,,0,2 days
204,Αθήνα,Αττική,2022-04-04,Διαμέρισμα,"Αθήνα,Νιρβάνα",165000,2037.0,81.0,2008.0,6ος,2.0,1.0,1,2022-04-05,Νεόδμητο,Β,0,0,0,1,1,0,0,0,Parking πιλωτής,1,1 days
205,Αθήνα,Αττική,2022-03-17,Διαμέρισμα,"Καλλιθέα,Αγία Ελεούσα",290000,3021.0,96.0,2006.0,7ος,2.0,1.0,1,2022-03-18,,Β,1,1,0,0,0,1,0,0,,0,1 days
206,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-03-24,Διαμέρισμα,"Βούλα,Νέα Κάλυμνος",450000,4286.0,105.0,2020.0,2ος,3.0,1.0,1,2022-06-08,Νεόδμητο,Α+,1,1,1,1,0,1,0,0,,0,76 days
207,Αθήνα,Αττική,2021-12-29,Μεζονέτα,"Αθήνα,Ιλίσια",222000,3507.0,63.0,2022.0,6ος,2.0,1.0,1,2022-03-17,Υπο κατασκευή,Α+,1,1,1,1,1,0,0,0,Parking πιλωτής,1,78 days
208,Γλυφάδα,Αττική,2022-05-05,Διαμέρισμα,"Γλυφάδα,Άνω Γλυφάδα",390000,2708.0,144.0,1990.0,2ος,3.0,1.0,1,2022-05-07,Καλή,Γ,0,0,1,1,0,1,0,0,,0,2 days
209,Αργυρούπολη,Αττική,2022-04-15,Διαμέρισμα,"Αργυρούπολη,Κέντρο",600000,4196.0,143.0,2022.0,5ος,3.0,1.0,1,2022-04-16,Νεόδμητο,Α,1,1,1,1,1,1,0,1,,0,1 days
210,Διόνυσος,Αττική,2018-01-25,Μονοκατοικία,"Άνοιξη,Κέντρο",480000,1846.0,260.0,2002.0,Υπερυψωμένο,5.0,2.0,1,2022-06-10,Νεόδμητο,,1,0,1,1,0,0,0,0,,0,1597 days
211,Αθήνα,Αττική,2022-03-03,Διαμέρισμα,"Αθήνα,Πλατεία Αττικής",50000,909.0,55.0,1960.0,Ισόγειο,1.0,1.0,1,2022-03-17,Καλή,Η,0,0,0,0,0,0,0,0,,0,14 days
212,Γλυφάδα,Αττική,2022-03-22,Μεζονέτα,"Γλυφάδα,Κέντρο",610000,5214.0,117.0,2021.0,'Αλλο,3.0,3.0,1,2022-05-31,Υπο κατασκευή,Εκρεμμεί,1,0,0,1,0,1,0,0,,0,70 days
213,Ηλιούπολη,Αττική,2022-05-29,Διαμέρισμα,"Άγιος Δημήτριος Αττικής,Κέντρο",325000,3095.0,105.0,2022.0,3ος,3.0,1.0,1,2022-06-04,Υπο κατασκευή,Α,1,0,0,1,0,1,0,0,,0,6 days
214,Χαλάνδρι,Αττική,2017-10-26,Μεζονέτα,"Βριλήσσια,Κέντρο",550000,1372.0,401.0,2008.0,'Αλλο,5.0,,1,2022-06-10,,,1,1,0,1,0,1,0,0,,0,1688 days
215,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-03-28,Μεζονέτα,"Βούλα,Κάτω Βούλα",1800000,11250.0,160.0,2021.0,'Αλλο,3.0,3.0,1,2022-05-12,Νεόδμητο,Α+,1,1,1,1,1,1,0,0,,0,45 days
216,Χαλάνδρι,Αττική,2022-04-10,Διαμέρισμα,"Χαλάνδρι,Κάτω Χαλάνδρι",250000,2381.0,105.0,1978.0,3ος,3.0,1.0,1,2022-06-10,Ανακαινισμένο,Γ,1,1,0,1,0,0,0,0,,0,61 days
217,Αθήνα,Αττική,2021-03-28,Διαμέρισμα,"Αθήνα,Κολωνός",110000,2115.0,52.0,1995.0,1ος,1.0,1.0,0,,Ανακαινισμένο,Δ,1,0,1,1,0,0,1,0,,0,
219,Μοσχάτο - Ταύρος,Αττική,2022-03-18,Διαμέρισμα,"Άγιος Ιωάννης Ρέντης,Λαχαναγορά",70000,897.0,78.0,1975.0,1ος,2.0,1.0,1,2022-05-26,Άλλη κατάσταση,Η,0,0,0,0,0,0,0,0,,0,69 days
220,Αθήνα,Αττική,2022-03-21,Διαμέρισμα,"Αθήνα,Κυψέλη",61000,1271.0,48.0,1970.0,4ος,1.0,1.0,1,2022-03-23,Άλλη κατάσταση,,0,0,0,0,0,0,0,0,,0,2 days
222,Αθήνα,Αττική,2022-04-28,Μεζονέτα,"Αθήνα,Άνω Πετράλωνα",480000,1798.0,267.0,1970.0,'Αλλο,4.0,,1,2022-04-30,Καλή,Εκρεμμεί,0,0,0,0,0,0,0,0,,0,2 days
223,Νέα Ιωνία,Αττική,2022-03-19,Μεζονέτα,"Ηράκλειο,Αγία Τριάδα",650000,1970.0,330.0,1990.0,'Αλλο,5.0,1.0,1,2022-03-21,Άριστη,Δ,1,0,0,1,1,1,0,0,Κλειστό parking,1,2 days
224,Αθήνα,Αττική,2022-05-11,Διαμέρισμα,"Αθήνα,Πλατεία Αμερικής",110000,1392.0,79.0,1962.0,4ος,2.0,1.0,1,2022-05-13,Καλή,Ζ,0,1,1,1,0,0,0,0,,0,2 days
225,Ηλιούπολη,Αττική,2022-06-04,Διαμέρισμα,"Δάφνη Αττικής,Χαραυγή",192000,2400.0,80.0,2002.0,4ος,2.0,1.0,1,2022-06-10,Άριστη,Γ,0,1,1,0,0,0,0,0,Parking πιλωτής,1,6 days
226,Αθήνα,Αττική,2021-04-07,Διαμέρισμα,"Αθήνα,Πλατεία Βικτωρίας",48000,1455.0,33.0,1970.0,4ος,1.0,1.0,1,2022-03-17,Ανακαινισμένο,Ε,1,0,1,1,0,0,0,1,,0,344 days
227,Νέα Ιωνία,Αττική,2022-03-24,Μεζονέτα,"Νέα Ιωνία,Άγιοι Ανάργυροι",155000,1685.0,92.0,2010.0,'Αλλο,2.0,1.0,0,,Καλή,Γ,1,0,0,1,0,0,0,0,,0,
228,Περιστέρι,Αττική,2021-06-07,Διαμέρισμα,"Περιστέρι,Μπουρνάζι",87000,1933.0,45.0,1975.0,2ος,1.0,1.0,1,2022-06-10,Καλή,Ζ,1,0,1,0,1,0,1,0,,0,368 days
229,Περιστέρι,Αττική,2022-05-26,Διαμέρισμα,"Περιστέρι,Νέα Κολοκυνθού",115000,2255.0,51.0,2010.0,2ος,2.0,1.0,1,2022-06-02,Νεόδμητο,Β,0,1,0,0,1,0,0,0,,0,7 days
230,Αιγάλεω,Αττική,2022-04-04,Διαμέρισμα,"Αιγάλεω,Εσταυρωμένος",140000,1944.0,72.0,1988.0,2ος,2.0,1.0,1,2022-04-05,,Δ,1,0,0,1,0,0,0,1,,0,1 days
231,Πειραιάς,Αττική,2022-04-04,Διαμέρισμα,"Πειραιάς,Νέο Φάληρο",250000,1693.0,148.0,1979.0,4ος,2.0,1.0,1,2022-05-26,Καλή,Η,1,0,0,0,0,0,0,0,,0,52 days
232,Άγιος Δημήτριος,Αττική,2020-11-27,Διαμέρισμα,"Νέα Σμύρνη,Κέντρο",118000,1553.0,76.0,1972.0,Ισόγειο,2.0,1.0,1,2022-04-10,Άριστη,Η,1,1,1,0,0,0,0,0,,0,499 days
233,Αγία Παρασκευή,Αττική,2022-04-07,Μονοκατοικία,"Αγία Παρασκευή,Προφήτης Ηλίας",220000,2933.0,75.0,1953.0,Ισόγειο,2.0,1.0,1,2022-04-20,Καλή,Η,1,0,0,0,0,0,0,0,,0,13 days
234,Γλυφάδα,Αττική,2022-05-13,Μεζονέτα,"Γλυφάδα,Κέντρο",1750000,7000.0,250.0,2000.0,3ος,5.0,3.0,1,2022-06-10,Άριστη,Α,0,1,1,1,0,1,0,0,,0,28 days
235,Πειραιάς,Αττική,2022-05-23,Διαμέρισμα,"Πειραιάς,Χατζηκυριάκειο",59000,1341.0,44.0,,5ος,,,1,2022-05-31,Καλή,,0,0,0,0,0,0,1,0,,0,8 days
